foodId,menu,calories,protein,fat,carbo,image,category
308,Makaroni atau Mie dengan Keju; Lobster; Labu Dimasak; Nektar Mangga,705,38.17,25.66,82.1,https://m.ftscrt.com/food/00426b49-891a-4447-9b3d-5bbbbe391dd2_sq.jpg,breakfast
309,"Makaroni atau Mie dengan Keju (Campuran Kering); Cumi Kukus atau Rebus; Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel); Guacamole dengan Tomat dan Cabe Paprika",605,28.15,25.189999999999998,65.94999999999999,https://m.ftscrt.com/food/f53a7537-c8d0-4dac-b75f-65eaa0437d87_sq.jpg,breakfast
310,"Makaroni; Ikan Sarden dalam Minyak (Kalengan); Kembang Kol Dimasak (dari Beku, Lemak tidak Ditambahkan dalam Masakan); Stroberi Beku dengan Gula",525,31.100000000000005,11.399999999999999,76.34,,breakfast
311,Makaroni atau Mie dengan Keju (Campuran Kering); Tuna dalam Minyak (Kalengan); Kembang Kol Dimasak (Lemak tidak Ditambahkan dalam Masakan); Stroberi dalam Sirup (Dimasak atau Kalengan),723,38.99,26.849999999999998,82.6,,breakfast
312,"Makaroni atau Mie dengan Keju (Campuran Kering); Ikan Lele Panggang; Kembang Kol Dimasak (dari Segar, Lemak tidak Ditambahkan dalam Masakan); Rasberi Beku",718,29.49,29.66,84.94,,breakfast
313,Makaroni Krim dengan Keju; Ikan Kembung; Bawang Putih Dimasak; Guacamole dengan Tomat dan Cabe Paprika,490,29.209999999999997,23.68,39.01,,breakfast
314,Mie; Cumi-cumi; Bawang Manis; Jeruk Mandarin (Kaleng atau Beku),395,17.85,4.34,73.35,,breakfast
315,Makaroni; Kerang; Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Jus Pepaya,831,35.650000000000006,24.61,117.63000000000001,,breakfast
316,Mie; Kepiting Panggang; Wortel Bayi; Blueberry Tawar dalam Kemasan Air (Dimasak atau Kalengan),411,24.439999999999998,8.979999999999999,58.96000000000001,,breakfast
317,Nasi Putih; Udang (Karang) Rebus atau Kukus; Kacang Hijau Dimasak (Kalengan); Apel,360,21.119999999999997,3.7199999999999998,61.39,https://m.ftscrt.com/food/b6b63bea-b546-45a4-8a19-8daa6bda76ef_sq.jpg,breakfast
318,"Makaroni atau Mie dengan Keju; Tiram; Kembang Kol Dimasak (dari Beku, Lemak tidak Ditambahkan dalam Masakan); Rasberi Beku tanpa Pemanis",633,28.220000000000002,25.939999999999998,73.75,,breakfast
319,Nasi Goreng Babi; Cumi Kukus atau Rebus; Kacang Hijau Dimasak (Kalengan); Pisang,518,27.27,13.43,73.75999999999999,https://m.ftscrt.com/food/b6b63bea-b546-45a4-8a19-8daa6bda76ef_sq.jpg,breakfast
320,Mie; Cumi Kukus atau Rebus; Terung Dimasak; Pisang Apel,395,21.540000000000003,6.62,63.45,,breakfast
321,Makaroni atau Mie dengan Keju; Ikan Panggang; Kentang Panggang Diisi dengan Krim Asam (Kulit Dimakan); Nektar Mangga,988,44.33,41.9,110.49,,breakfast
322,Makaroni atau Mie dengan Keju; Ikan Lele Panggang; Terung Dimasak; Campuran Buah Kering,765,35.86,34.86,78.69999999999999,,breakfast
323,Nasi Goreng tanpa Daging; Ikan Sarden dalam Minyak (Kalengan); Terung Dimasak; Stroberi Beku,507,27.19,18.57,59.980000000000004,,breakfast
324,Makaroni atau Mie dengan Keju; Kepiting Panggang; Bayam Bayi/Kecil; Rasberi Beku tanpa Pemanis,681,37.72,29.07,68.25,,breakfast
325,Mie; Tiram; Jagung Kecil/Tunas Jagung; Semangka,429,17.1,6.64,80.17,,breakfast
326,Makaroni; Sarden dengan Saus Tomat (Campuran); Terung Dimasak; Jeruk Mandarin (Kaleng atau Beku),375,14.030000000000001,5.85,67.69,,breakfast
327,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Cumi-cumi; Lobak Dimasak; Apel,552,25.11,14.54,81.27,,breakfast
328,Makaroni Krim dengan Keju; Ikan; Kubis Cina; Blueberry Tawar dalam Kemasan Air (Dimasak atau Kalengan),411,23.459999999999997,13.74,48.77,,breakfast
329,Makaroni atau Mie dengan Keju (Campuran Kering); Ikan Sarden dalam Minyak (Kalengan); Bawang Merah; Rasberi Beku tanpa Pemanis,666,34.5,29.76,65.5,,breakfast
330,Mie; Ikan Sarden dalam Minyak (Kalengan); Kentang Panggang; Blueberry Tawar dalam Kemasan Air (Dimasak atau Kalengan),645,31.919999999999998,22.82,79.15,,breakfast
331,Nasi Goreng Ayam; Lobster; Kentang Tumbuk (dari Kentang Kering); Salad Buah,493,29.4,16.14,57.879999999999995,,breakfast
332,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Kerang; Terung Dimasak; Salad Buah,657,31.72,23.639999999999997,79.87,,breakfast
333,Makaroni; Tuna dalam Air (Kalengan); Potongan-Potongan Jamur dan Batang; Jeruk Mandarin (Kaleng atau Beku),404,31.39,2.2399999999999998,64.5,https://m.ftscrt.com/food/4a6feb6e-b9a7-45e5-af6d-6a458f5f5a11_sq.jpg,breakfast
334,Makaroni; Kepiting; Kentang Tumbuk; Jeruk Mandarin (Kaleng atau Beku),488,27.550000000000004,6.64,79.86000000000001,,breakfast
335,Nasi Goreng Babi; Ikan Sarden dalam Minyak (Kalengan); Jagung Kecil/Tunas Jagung; Pisang Apel,560,32.86,20.48,63.47,,breakfast
336,Mie; Ikan; Kentang Panggang Diisi dengan Krim Asam (Kulit Dimakan); Stroberi dalam Sirup (Dimasak atau Kalengan),700,24.19,20.15,109.00999999999999,,breakfast
337,"Nasi Goreng; Kerang Kukus atau Rebus; Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel); Rasberi Beku tanpa Pemanis",481,27.25,14.71,60.260000000000005,https://m.ftscrt.com/food/f53a7537-c8d0-4dac-b75f-65eaa0437d87_sq.jpg,breakfast
338,Makaroni atau Mie dengan Keju; Ikan Sarden Di dalam Air; Kentang Panggang (Kulit tidak Dimakan); Stroberi dalam Sirup (Dimasak atau Kalengan),915,43.44,33.81,110.05,https://m.ftscrt.com/food/33760b14-ddb9-4974-9ca0-b1deb1672212_sq.jpg,breakfast
339,Nasi Goreng Ayam; Tiram; Jagung Kecil/Tunas Jagung; Rasberi Beku,500,18.389999999999997,12.11,82.73,,breakfast
340,Mie; Tuna dalam Air (Kalengan); Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Campuran Buah Kering,723,41.5,17.869999999999997,100.97999999999999,,breakfast
341,Nasi Putih; Kerang Kukus atau Rebus; Kentang Tumbuk (dari Kentang Kering); Semangka,421,20.4,9.19,65.7,,breakfast
342,Makaroni atau Mie dengan Keju; Ikan Panggang; Wortel Bayi; Campuran Buah Kering,713,39.22,26.019999999999996,81.47,,breakfast
343,Makaroni Gandum; Tuna dalam Air (Kalengan); Kentang Panggang Diisi dengan Krim Asam (Kulit Dimakan); Stroberi Beku tanpa Pemanis,625,35.71,17.580000000000002,86.07999999999998,,breakfast
344,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Lobster Panggang; Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Stroberi dalam Sirup (Dimasak atau Kalengan),924,44.66,28.2,124.13999999999999,,breakfast
345,Nasi Goreng Udang; Cumi Goreng; Kentang Tumbuk; Guacamole dengan Tomat dan Cabe Paprika,485,23.46,17.12,58.65,,breakfast
346,Mie; Kerang Panggang; Bawang Merah; Guacamole dengan Tomat dan Cabe Paprika,370,25.009999999999998,9.42,46.13,,breakfast
347,Makaroni Krim dengan Keju; Ikan Kembung; Kentang Tumbuk (dari Kentang Segar); Stroberi dalam Sirup (Dimasak atau Kalengan),699,31.54,28.479999999999997,79.9,,breakfast
348,Nasi Goreng Udang; Cumi Goreng; Kacang Hijau Dimasak (Kalengan); Semangka,509,26.63,13.16,72.34,https://m.ftscrt.com/food/b6b63bea-b546-45a4-8a19-8daa6bda76ef_sq.jpg,breakfast
349,Nasi Goreng tanpa Daging; Tiram; Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Jus Pepaya,671,23.36,22.830000000000002,94.87,,breakfast
350,Mie; Kepiting Panggang; Lobak Dimasak; Salad Buah,423,24.47,11.31,56.56000000000001,,breakfast
351,Nasi Goreng Udang; Kepiting; Bawang Putih Dimasak; Stroberi,377,26.380000000000003,10.68,43.46,,breakfast
352,Makaroni Krim dengan Keju; Kepiting; Bawang Merah; Jus Pepaya,509,29.659999999999997,14.67,64.4,,breakfast
353,Nasi Goreng Ayam; Lobster; Kacang Hijau Dimasak (Kalengan); Stroberi Beku,516,31.11,11.83,73.4,https://m.ftscrt.com/food/b6b63bea-b546-45a4-8a19-8daa6bda76ef_sq.jpg,breakfast
354,Nasi Goreng tanpa Daging; Cumi-cumi; Bawang Putih Cincang; Stroberi Beku,353,14.940000000000001,7.7299999999999995,58.57,,breakfast
355,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Tuna dalam Air (Kalengan); Kentang Tumbuk; Stroberi Beku dengan Gula,701,39.52,16.189999999999998,100.83,,breakfast
356,Makaroni Krim dengan Keju; Ikan Sarden Di dalam Air; Brokoli; Pisang Apel,611,38.05,24.18,62.64,https://m.ftscrt.com/food/edef428a-2178-4c4b-a1c6-813644764549_sq.jpg,breakfast
357,"Makaroni Krim dengan Keju; Tuna dalam Minyak (Kalengan); Kembang Kol Dimasak (dari Beku, Lemak tidak Ditambahkan dalam Masakan); Jeruk Mandarin (Kaleng atau Beku)",574,38.96,20.189999999999998,59.9,,breakfast
358,"Nasi Goreng Ayam; Lobster; Kembang Kol Dimasak (dari Segar, Lemak tidak Ditambahkan dalam Masakan); Stroberi Beku tanpa Pemanis",382,28.349999999999998,9.91,45.31999999999999,,breakfast
359,Makaroni atau Mie dengan Keju (Campuran Kering); Tuna dalam Air (Kalengan); Jagung Kecil/Tunas Jagung; Stroberi Beku,694,36.44,20.91,94.42999999999999,,breakfast
360,Nasi Putih; Cumi Kukus atau Rebus; Kentang Tumbuk; Stroberi,365,18.790000000000003,5.61,59.7,,breakfast
361,"Makaroni atau Mie dengan Keju (Campuran Kering); Kerang Kukus atau Rebus; Kembang Kol Dimasak (dari Segar, Lemak tidak Ditambahkan dalam Masakan); Stroberi Beku dengan Gula",634,27.59,22.32,83.89999999999999,,breakfast
362,Makaroni; Ikan Lele Panggang; Kentang Panggang Diisi dengan Keju (Kulit Dimakan); Apel,744,33.44,22.59,103.47,,breakfast
363,Nasi Putih; Ikan Sarden dalam Minyak (Kalengan); Kentang Panggang Diisi dengan Keju (Kulit Dimakan); Stroberi Beku tanpa Pemanis,638,33.73,21.23,78.24000000000001,,breakfast
364,Nasi Goreng Ayam; Kerang Kukus atau Rebus; Bayam Bayi/Kecil; Rasberi Beku tanpa Pemanis,409,25.479999999999997,12.559999999999999,49.46,,breakfast
365,Makaroni Gandum; Ikan Tuna Panggang; Wortel Bayi; Rasberi Merah,364,31.91,4.640000000000001,51.68,,breakfast
366,"Makaroni atau Mie dengan Keju; Ikan; Kacang Hijau Dimasak (Kalengan); Anggur (Merah atau Hijau, Jenis Varietas Eropa Seperti Thompson tanpa Biji)",704,34.10999999999999,25.72,85.78,https://m.ftscrt.com/food/b6b63bea-b546-45a4-8a19-8daa6bda76ef_sq.jpg,breakfast
367,"Nasi Putih; Cumi Goreng; Kembang Kol Dimasak (dari Segar, Lemak tidak Ditambahkan dalam Masakan); Pisang Apel",321,17.68,2.67,57.12,,breakfast
368,Makaroni; Ikan Lele; Kentang Tumbuk; Stroberi Beku tanpa Pemanis,567,25.35,17.48,76.75999999999999,,breakfast
369,Nasi Merah Instan; Ikan Sarden Di dalam Air; Brokoli Dimasak (Lemak tidak Ditambahkan dalam Masakan); Stroberi Beku dengan Gula,482,27.35,12.33,68.72,,breakfast
370,Mie; Ikan; Kentang Tumbuk; Guacamole dengan Tomat dan Cabe Paprika,405,19.7,10.370000000000001,58.74,,breakfast
371,Nasi Putih; Kerang; Labu Dimasak; Stroberi Beku,488,20.230000000000004,11.979999999999999,78.17,https://m.ftscrt.com/food/00426b49-891a-4447-9b3d-5bbbbe391dd2_sq.jpg,breakfast
372,Nasi Merah Instan; Udang (Karang) Rebus atau Kukus; Bawang Merah; Guacamole dengan Tomat dan Cabe Paprika,263,18.349999999999998,5.109999999999999,35.75,,breakfast
373,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Ikan; Bawang Putih Cincang; Guacamole dengan Tomat dan Cabe Paprika,471,26.06,14.959999999999999,57.49,,breakfast
374,Makaroni; Kepiting Panggang; Bayam Bayi/Kecil; Guacamole dengan Tomat dan Cabe Paprika,376,25.46,9.54,46.34000000000001,,breakfast
375,Nasi Goreng Udang; Ikan Panggang; Bayam Bayi/Kecil; Apel,435,28.15,12.03,54.150000000000006,,breakfast
376,"Mie Gandum; Ikan Tuna Panggang; Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel); Stroberi",445,35.3,7.990000000000001,61.199999999999996,https://m.ftscrt.com/food/f53a7537-c8d0-4dac-b75f-65eaa0437d87_sq.jpg,breakfast
377,Nasi Putih; Cumi Goreng; Lobak Dimasak; Campuran Buah Kering,358,16.939999999999998,4.18,63.71,,breakfast
378,Makanan Pembuka Makaroni dan Keju (Kalengan); Cumi Kukus atau Rebus; Brokoli Dimasak (Lemak tidak Ditambahkan dalam Masakan); Salad Buah,364,24.19,8.35,49.78,,breakfast
379,Mie Gandum; Ikan Sarden dalam Minyak (Kalengan); Kentang Panggang Diisi dengan Krim Asam (Kulit Dimakan); Jus Pepaya,790,35.88,28.200000000000003,103.53,,breakfast
380,Nasi Goreng; Ikan Salmon Panggang; Selada; Rasberi Beku tanpa Pemanis,468,31.76,16.599999999999998,48.35,https://m.ftscrt.com/food/ba4815b8-733f-4a31-b1e4-f57775cd1f9b_sq.jpg,breakfast
381,Makaroni atau Mie dengan Keju; Ikan Lele; Bayam Bayi/Kecil; Stroberi Beku tanpa Pemanis,742,35.55,35.42999999999999,70.53999999999999,,breakfast
382,Nasi Goreng tanpa Daging; Ikan; Lobak Dimasak; Blueberry Tawar dalam Kemasan Air (Dimasak atau Kalengan),314,16.48,9.43,41.589999999999996,,breakfast
383,Nasi Goreng Ayam; Ikan Lele Panggang; Kentang Tumbuk (dari Kentang Segar); Rasberi Merah,563,27.769999999999996,26.659999999999997,53.1,,breakfast
384,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Ikan Salmon Panggang; Brokoli Dimasak (Lemak tidak Ditambahkan dalam Masakan); Jus Pepaya,668,38.14,18.68,88.12,,breakfast
385,Makaroni Krim dengan Keju; Ikan Sarden dalam Minyak (Kalengan); Bawang Bombay Dimasak; Pisang Apel,634,35.199999999999996,26.249999999999996,64.91,,breakfast
386,Makanan Pembuka Makaroni dan Keju (Kalengan); Ikan Tuna Panggang; Lobak Dimasak; Rasberi Merah,396,32.75,11.670000000000002,39.81,,breakfast
387,Makaroni Krim dengan Keju; Tuna dalam Minyak (Kalengan); Bawang Merah; Stroberi,533,38.06,20.310000000000002,48.85,,breakfast
388,Nasi Putih; Lobster Kukus atau Rebus; Wortel Bayi; Jeruk Mandarin (Kaleng atau Beku),324,21.18,1.02,57.78,,breakfast
389,Nasi Goreng Babi; Lobster; Bawang Putih Cincang; Apel,418,26.85,10.459999999999999,54.900000000000006,,breakfast
390,Nasi Putih; Tuna dalam Air (Kalengan); Potongan-Potongan Jamur dan Batang; Stroberi dalam Sirup (Dimasak atau Kalengan),359,26.259999999999998,1.44,60.33,https://m.ftscrt.com/food/4a6feb6e-b9a7-45e5-af6d-6a458f5f5a11_sq.jpg,breakfast
391,Mie Gandum; Cumi Goreng; Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Apel,700,33.62,18.01,106.19,,breakfast
392,Makaroni; Ikan Sarden Di dalam Air; Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Apel,806,41.21,25.780000000000005,103.14,,breakfast
393,Makaroni Gandum; Cumi-cumi; Terung Dimasak; Stroberi,304,17.67,3.9099999999999997,54.13999999999999,,breakfast
394,Makaroni Krim dengan Keju; Ikan Sarden Di dalam Air; Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Guacamole dengan Tomat dan Cabe Paprika,851,45.41,39.94,77.27,,breakfast
395,Makaroni atau Mie dengan Keju (Campuran Kering); Ikan Panggang; Labu Dimasak; Jus Pepaya,688,32.25,24.600000000000005,86.2,https://m.ftscrt.com/food/00426b49-891a-4447-9b3d-5bbbbe391dd2_sq.jpg,breakfast
396,Makaroni Gandum; Tiram; Lobak Dimasak; Campuran Buah Kering,347,14.700000000000001,4.9,66.24000000000001,,breakfast
397,Mie; Kepiting Panggang; Kembang Kol Dimasak (Lemak tidak Ditambahkan dalam Masakan); Stroberi,402,25.849999999999998,9.37,54.96000000000001,,breakfast
398,Nasi Goreng Udang; Kerang Kukus atau Rebus; Kentang Panggang (Kulit tidak Dimakan); Guacamole dengan Tomat dan Cabe Paprika,485,25.01,14.32,63.720000000000006,https://m.ftscrt.com/food/33760b14-ddb9-4974-9ca0-b1deb1672212_sq.jpg,breakfast
399,Nasi Putih; Cumi Goreng; Kentang Panggang (Kulit tidak Dimakan); Rasberi Merah,394,18.939999999999998,2.6599999999999997,73.14,https://m.ftscrt.com/food/33760b14-ddb9-4974-9ca0-b1deb1672212_sq.jpg,breakfast
400,Nasi Merah Instan; Lobster Kukus atau Rebus; Bayam Dimasak (dari Segar); Nektar Mangga,346,23.79,3.96,55.53999999999999,https://m.ftscrt.com/food/7e9eb86b-c23b-44a3-b021-d90c0b7a20ed_sq.jpg,breakfast
401,"Makaroni atau Mie dengan Keju (Campuran Kering); Sayap Ayam; Terung Dimasak; Anggur (Merah atau Hijau, Jenis Varietas Eropa Seperti Thompson tanpa Biji)",630,21.76,27.51,76.13,,lunch
402,Nasi Goreng tanpa Daging; Daging Sapi Giling tanpa Lemak; Wortel Bayi; Rasberi Beku,582,29.099999999999998,22.599999999999998,65.49000000000001,,lunch
403,Makaroni; Potongan Daging Babi; Kentang Tumbuk; Apel,617,34.07,17.650000000000002,80.73,,lunch
404,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Dada Ayam (Kulit tidak Dimakan); Bawang Manis; Apel,654,43.309999999999995,15.009999999999998,86.72999999999999,https://m.ftscrt.com/food/213b4f93-1fcb-4a00-b095-2bea2ad540aa_sq.jpg,lunch
405,"Makanan Pembuka Makaroni dan Keju (Kalengan); Potongan Daging Domba; Bawang Putih Cincang; Anggur (Merah atau Hijau, Jenis Varietas Eropa Seperti Thompson tanpa Biji)",633,33.36,32.78000000000001,51.91,,lunch
406,Mie; Sayap Ayam (Kulit tidak Dimakan); Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Campuran Buah Kering,664,25.859999999999996,18.78,100.97999999999999,,lunch
407,Nasi Putih; Babi Panggang (Hanya Daging yang Dimakan); Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Blueberry Tawar dalam Kemasan Air (Dimasak atau Kalengan),680,39.44,22.41,80.07,,lunch
408,Nasi Goreng Babi; Iga Babi Panggang dengan Saus; Selada; Stroberi Beku dengan Gula,839,42.519999999999996,43.669999999999995,69.56,https://m.ftscrt.com/food/ba4815b8-733f-4a31-b1e4-f57775cd1f9b_sq.jpg,lunch
409,Nasi Goreng tanpa Daging; Dada Ayam Masak; Kubis Cina; Jeruk Mandarin (Kaleng atau Beku),367,27.09,8.06,46.97,,lunch
410,Makanan Pembuka Makaroni dan Keju (Kalengan); Potongan Daging Domba (Daging dan Lemak Dimakan); Bawang Merah; Jus Pepaya,653,32.70000000000001,32.85,56.370000000000005,,lunch
411,Makaroni Gandum; Paha Ayam Goreng tanpa Pelapis (Kulit Dimakan); Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Apel,693,33.279999999999994,21.53,97.11999999999999,https://m.ftscrt.com/food/2588a596-f9cd-4b1e-aa64-a0c2c80b243d_sq.jpg,lunch
412,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Daging Punggung Sapi (Hanya Bagian tanpa Lemak yang Dimakan); Bawang Bombay Dimasak; Rasberi Merah,694,42.49,25.189999999999998,73.79,,lunch
413,Makaroni atau Mie dengan Keju (Campuran Kering); Ayam (Kulit tidak Dimakan); Zaitun Hijau Isi; Stroberi Beku dengan Gula,738,37.4,30.66,80.72,,lunch
414,"Nasi Putih; Potongan Daging Domba (Daging dan Lemak Dimakan); Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel); Nektar Mangga",625,29.66,28.979999999999997,60.230000000000004,https://m.ftscrt.com/food/f53a7537-c8d0-4dac-b75f-65eaa0437d87_sq.jpg,lunch
415,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Dada Ayam (Kulit tidak Dimakan); Lobak Dimasak; Rasberi Merah,593,43.019999999999996,16.929999999999996,65.64,https://m.ftscrt.com/food/213b4f93-1fcb-4a00-b095-2bea2ad540aa_sq.jpg,lunch
416,Makaroni; Daging Sapi Giling tanpa Lemak; Potongan-Potongan Jamur dan Batang; Pisang Apel,530,32.419999999999995,17.2,60.77,https://m.ftscrt.com/food/4a6feb6e-b9a7-45e5-af6d-6a458f5f5a11_sq.jpg,lunch
417,Makanan Pembuka Makaroni dan Keju (Kalengan); Paha Ayam Panggang (Kulit Dimakan); Potongan-Potongan Jamur dan Batang; Stroberi Beku tanpa Pemanis,398,25.21,15.759999999999998,39.3,https://m.ftscrt.com/food/4a6feb6e-b9a7-45e5-af6d-6a458f5f5a11_sq.jpg,lunch
418,Makaroni Gandum; Ayam Goreng tanpa Pelapis (Kulit Dimakan); Brokoli Dimasak (Lemak tidak Ditambahkan dalam Masakan); Stroberi dalam Sirup (Dimasak atau Kalengan),542,34.64,14.520000000000001,73.38,,lunch
419,Makaroni atau Mie dengan Keju; Bahu Daging Babi Panggang; Bayam Dimasak (dari Segar); Rasberi Beku,906,42.519999999999996,43.21,88.24000000000001,https://m.ftscrt.com/food/7e9eb86b-c23b-44a3-b021-d90c0b7a20ed_sq.jpg,lunch
420,Mie; Iga Babi Panggang dengan Saus; Lobak Dimasak; Rasberi Beku,850,41.019999999999996,39.12,83.01,,lunch
421,Nasi Putih; Bakso Ayam; Bayam Bayi/Kecil; Stroberi,363,25.57,6.920000000000001,49.17,https://m.ftscrt.com/food/46dea353-53c7-47fd-a651-1dd1b34432ad_sq.jpg,lunch
422,Makaroni atau Mie dengan Keju; Paha Ayam Panggang (Kulit Dimakan); Selada; Stroberi Beku dengan Gula,764,35.870000000000005,32.62,83.81,https://m.ftscrt.com/food/ba4815b8-733f-4a31-b1e4-f57775cd1f9b_sq.jpg,lunch
423,"Nasi Merah Instan; Bahu Daging Babi Panggang; Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel); Stroberi",525,26.9,21.790000000000003,55.38999999999999,https://m.ftscrt.com/food/f53a7537-c8d0-4dac-b75f-65eaa0437d87_sq.jpg,lunch
424,Nasi Goreng tanpa Daging; Sayap Ayam; Potongan-Potongan Jamur dan Batang; Stroberi Beku dengan Gula,397,15.469999999999999,13.219999999999999,56.97,https://m.ftscrt.com/food/4a6feb6e-b9a7-45e5-af6d-6a458f5f5a11_sq.jpg,lunch
425,Nasi Putih; Bakso Daging Sapi; Zaitun Hijau Isi; Rasberi Beku tanpa Pemanis,467,18.09,20.34,53.93000000000001,https://m.ftscrt.com/food/a3203b61-948c-4873-bc58-dc67fba572d7_sq.jpg,lunch
426,Makaroni atau Mie dengan Keju; Bahu Daging Babi Panggang; Kembang Kol Dimasak (Lemak tidak Ditambahkan dalam Masakan); Jeruk Mandarin (Kaleng atau Beku),837,41.13999999999999,41.4,76.11,,lunch
427,Makanan Pembuka Makaroni dan Keju (Kalengan); Iga Babi Panggang dengan Saus; Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan); Rasberi Merah,1022,53.22,53.839999999999996,80.77000000000001,,lunch
428,Makaroni atau Mie dengan Keju (Campuran Ditumbuk dengan Saus Keju); Daging Sapi Ekstra tanpa Lemak; Kentang Tumbuk (dari Kentang Segar); Pisang,864,43.55,34.06,96.95,,lunch
429,Makaroni atau Mie dengan Keju (Campuran Kering); Potongan Daging Domba (Hanya Daging yang Dimakan); Bawang Putih Dimasak; Campuran Buah Kering,672,34.78,27.540000000000003,71.85999999999999,,lunch
430,Makaroni Krim dengan Keju; Sayap Ayam; Kentang Tumbuk (dari Kentang Kering); Pisang Apel,579,23.630000000000003,25.14,65.64,,lunch
431,Nasi Merah Instan; Paha Ayam (Kulit tidak Dimakan); Labu Dimasak; Rasberi Beku tanpa Pemanis,386,19.830000000000002,9.870000000000001,56.96,https://m.ftscrt.com/food/00426b49-891a-4447-9b3d-5bbbbe391dd2_sq.jpg,lunch
432,Nasi Merah Instan; Daging Sapi (70% tidak Berlemak / 30% Lemak); Potongan-Potongan Jamur dan Batang; Stroberi Beku,649,21.58,35.459999999999994,63.3,https://m.ftscrt.com/food/4a6feb6e-b9a7-45e5-af6d-6a458f5f5a11_sq.jpg,lunch
433,Nasi Goreng Ayam; Babi Panggang (Hanya Daging yang Dimakan); Kembang Kol Dimasak (Lemak tidak Ditambahkan dalam Masakan); Blueberry Tawar dalam Kemasan Air (Dimasak atau Kalengan),490,35.739999999999995,17.73,46.88,,lunch
434,Mie Gandum; Sosis Daging Sapi; Kentang Tumbuk (dari Kentang Kering); Semangka,564,18.32,24.16,74.14999999999999,https://m.ftscrt.com/food/8289a683-cd49-4c8c-b1da-4321bc0ba90f_sq.jpg,lunch
435,Makaroni atau Mie dengan Keju; Potongan Daging Domba (Hanya Daging yang Dimakan); Wortel Bayi; Salad Buah,745,42.43,31.929999999999996,71.65,,lunch
436,Nasi Goreng Ayam; Daging Sapi; Kacang Hijau Dimasak (Kalengan); Stroberi Beku tanpa Pemanis,606,36.01,27.89,52.33,https://m.ftscrt.com/food/b6b63bea-b546-45a4-8a19-8daa6bda76ef_sq.jpg,lunch
437,Mie; Sayap Ayam; Bayam Bayi/Kecil; Pisang,430,17.97,10.02,69.89000000000001,,lunch
438,Nasi Merah Instan; Daging Sapi Giling; Kentang Panggang Diisi dengan Keju (Kulit Dimakan); Campuran Buah Kering,761,35.440000000000005,28.29,93.06,,lunch
439,Nasi Goreng Ayam; Potongan Daging Domba (Daging dan Lemak Dimakan); Bawang Merah; Rasberi Beku,724,34.39000000000001,35.77,65.59,,lunch
440,Nasi Goreng; Bahu Daging Babi Panggang; Kembang Kol Dimasak (Lemak tidak Ditambahkan dalam Masakan); Stroberi Beku dengan Gula,628,31.340000000000003,27.89,64.97,,lunch
441,Makaroni Krim dengan Keju; Daging Sapi Giling; Kubis Hijau; Campuran Buah Kering,641,35.13,28.87,60.69,,lunch
442,Mie; Bakso Daging Sapi; Kentang Tumbuk (dari Kentang Kering); Guacamole dengan Tomat dan Cabe Paprika,580,23.21,26.189999999999998,63.24,https://m.ftscrt.com/food/a3203b61-948c-4873-bc58-dc67fba572d7_sq.jpg,lunch
443,Nasi Goreng Udang; Daging Sapi Panggang; Potongan-Potongan Jamur dan Batang; Jus Pepaya,581,31.649999999999995,23.850000000000005,59.5,https://m.ftscrt.com/food/4a6feb6e-b9a7-45e5-af6d-6a458f5f5a11_sq.jpg,lunch
